Frame,TimeMs
449,14.8246
450,14.9017
451,14.8693
452,15.4221
453,14.4206
454,15.0276
455,14.6097
456,15.6417
457,14.2525
458,14.7398
459,15.0786
460,14.4394
461,15.4341
462,14.5743
463,15.2673
464,14.1732
465,15.4076
466,14.2518
467,15.2629
468,14.5602
469,15.0696
470,14.6753
471,15.7994
472,14.3493
473,14.2345
474,15.2277
475,14.5835
476,15.0509
477,14.8368
478,15.2268
479,14.3157
480,15.0743
481,14.7167
482,15.046
483,14.6139
484,14.8343
485,14.7644
486,14.9115
487,14.9323
488,14.5157
489,14.8239
490,15.0065
491,15.3919
492,14.3671
493,15.4914
494,14.3702
495,14.8647
496,14.5032
497,14.9416
498,14.8894
499,14.6123
500,15.1036
501,14.4952
502,15.2705
503,14.5757
504,14.9558
505,14.695
506,15.0507
507,15.0637
508,14.597
509,15.1687
510,14.6661
511,14.7788
512,14.4927
513,15.296
514,14.9189
515,15.143
516,14.0556
517,14.7209
518,14.6572
519,14.8169
520,14.9812
521,14.8081
522,14.9206
523,14.7549
524,14.5202
525,15.3054
526,14.8816
527,15.106
528,14.4504
529,14.9643
530,14.6628
531,15.0984
532,14.337
533,15.1876
534,14.7595
535,15.2618
536,16.2824
537,14.4533
538,14.8063
539,15.1017
540,14.4356
541,15.0293
542,14.7975
543,14.8769
544,14.5435
545,15.3365
546,14.2677
547,14.8098
548,15.055
549,14.5102
550,14.9496
551,14.3604
552,15.2511
553,14.6507
554,15.0655
555,14.4024
556,14.9648
557,14.6085
558,14.445
559,15.1189
560,15.5014
561,14.803
562,15.1235
563,14.4054
564,14.4464
565,14.492
566,14.9424
567,14.6375
568,15.0638
569,14.6816
570,15.0137
571,14.7
572,14.8404
573,14.622
574,15.1427
575,14.2529
576,14.7351
577,15.5023
578,14.1324
579,15.0556
580,15.1384
581,14.1906
582,15.0436
583,15.0348
584,14.6644
585,14.4594
586,14.7404
587,15.1748
588,14.9464
589,14.7307
590,14.5301
591,14.8333
592,14.6761
593,15.2189
594,14.5731
595,14.7831
596,14.8077
597,15.0805
598,14.6633
599,14.7697
600,14.3172
601,14.7048
602,15.1539
603,14.9146
604,14.7888
605,14.8524
606,14.6356
607,14.3936
608,14.6905
609,14.9284
610,14.7122
611,15.237
612,15.158
613,14.1456
614,14.8717
615,14.9367
616,15.5278
617,14.1354
618,14.8796
619,14.5093
620,14.986
621,14.5783
622,14.957
623,14.6757
624,14.7467
625,14.9386
626,14.7291
627,14.6083
628,14.8394
629,15.0505
630,14.3657
631,15.2118
632,14.4686
633,15.3108
634,15.066
635,14.504
636,14.5126
637,15.4558
638,14.3425
639,15.114
640,14.789
641,14.5451
642,15.0109
643,14.3273
644,15.0866
645,14.6714
646,14.3712
647,15.2421
648,14.5087
649,14.5936
650,14.8571
651,15.1282
652,14.8306
653,14.4472
654,15.2024
655,14.4103
656,15.0344
657,14.6605
658,15.1763
659,14.5777
660,15.0338
661,14.7292
662,14.8438
663,14.6491
664,15.3799
665,14.5679
666,14.2724
667,14.8011
668,15.09
669,15.1346
670,14.5696
671,14.5834
672,15.2803
673,14.2909
674,14.4402
675,14.8798
676,14.7027
677,14.8649
678,14.5837
679,14.971
680,14.6401
681,14.5643
682,14.6417
683,15.3847
684,14.2841
685,15.3663
686,14.4303
687,14.7413
688,14.9332
689,14.8177
690,14.621
691,15.0186
692,14.8245
693,14.8394
694,15.8324
695,13.818
696,15.2059
697,14.534
698,15.2011
699,14.4208
700,15.2101
701,14.5243
702,14.9221
703,14.5829
704,14.6147
705,14.4447
706,14.9093
707,14.7013
708,14.6416
709,14.7143
710,15.2557
711,14.7244
712,14.9048
713,14.7788
714,14.6419
715,15.2833
716,14.6749
717,14.5353
718,14.6338
719,15.2468
720,14.3684
721,14.574
722,15.2723
723,15.0855
724,14.4225
725,15.3174
726,14.5746
727,14.6106
